From	To
Q05639	EEF1A2
P08319	ADH4
Q7Z7G0	ABI3BP
Q9H000	MKRN2
Q9Y5I2	PCDHA10
Q14155	ARHGEF7
Q8WXC3	PYDC1
O75529	TAF5L
Q9UKS6	PACSIN3
Q9NTK1	DEPP1
Q9NUJ1	ABHD10
Q8NCU1	CCDC197
O15126	SCAMP1
Q9UQ72	PSG11
P03950	ANG
Q13206	DDX10
Q9NQ66	PLCB1
Q08752	PPID
P0DMS9	TMIGD3
Q9HC21	SLC25A19
P58512	LINC01547
P41229	KDM5C
Q8N1V8	LINC01561
Q8N5N4	C3orf22
O95948	ONECUT2
O95727	CRTAM
Q5HYI8	RABL3
Q2TBC4	PRICKLE4
Q9NWH9	SLTM
Q08495	DMTN
Q9H967	WDR76
Q9Y345	SLC6A5
Q9UBU9	NXF1
Q9UN86	G3BP2
Q8N6U8	GPR161
Q96AG4	LRRC59
Q9NQP4	PFDN4
Q8TF50	ZNF526
P01715	IGLV3-1
Q9BTV6	DPH7
Q96BT3	CENPT
Q07812	BAX
Q5SWW7	C10orf55
Q9UKM7	MAN1B1
Q969S3	ZNF622
Q9UK00	C3orf18
P61586	RHOA
Q96HM7	PCED1B
Q96JK9	MAML3
Q05901	CHRNB3
P20073	ANXA7
Q6ZMI3	GLDN
Q96ET8	TVP23C
Q6IQ22	RAB12
Q00610	CLTC
Q9UGM6	WARS2
Q93083	MT1L
P78312	FAM193A
Q68DL7	C18orf63
Q96I15	SCLY
Q96EK4	THAP11
Q8TBG9	SYNPR
O76027	ANXA9
O60888	CUTA
Q9NUB4	C20orf141
O75489	NDUFS3
Q9NQ84	GPRC5C
P0DN78	OPN1MW3
Q69YH5	CDCA2
Q9H8M1	COQ10B
Q9NXR1	NDE1
Q9C0J9	BHLHE41
Q4JDL3	PTPN20
Q7L3B6	CDC37L1
Q9Y6Y9	LY96
O95841	ANGPTL1
Q9BQQ7	RTP3
Q8N684	CPSF7
O15123	ANGPT2
O60674	JAK2
Q9BRS2	RIOK1
P09104	ENO2
Q92564	DCUN1D4
Q9H492	MAP1LC3A
P43403	ZAP70
O43525	KCNQ3
O95365	ZBTB7A
Q9HA65	TBC1D17
Q86XR8	CEP57
Q9NTX5	ECHDC1
Q8TAA9	VANGL1
Q96RI1	NR1H4
O95996	APC2
Q6VY07	PACS1
Q14197	MRPL58
P0CAP1	MYZAP
P31937	HIBADH
Q9BTX1	NDC1
Q8IXW5	RPAP2
P02533	KRT14
Q7Z7E8	UBE2Q1
O00519	FAAH
P21439	ABCB4
Q9HBI0	PARVG
Q9UPZ6	THSD7A
P16284	PECAM1
P49841	GSK3B
P10720	PF4V1
Q6ZYL4	GTF2H5
Q8TED9	AFAP1L1
Q8NFF2	SLC24A4
P0CK97	SLC35E2A
Q9P242	NYAP2
P54764	EPHA4
A0A0B4J272	TRAV24
Q13761	RUNX3
Q15208	STK38
Q66K74	MAP1S
Q01064	PDE1B
Q8WVT3	TRAPPC12
P42658	DPP6
P51957	NEK4
O60568	PLOD3
Q5JQF7	LINC01556
Q8WXJ9	ASB17
Q8NI29	FBXO27
O00443	PIK3C2A
P56589	PEX3
P23468	PTPRD
P36915	GNL1
P53779	MAPK10
Q96J92	WNK4
Q9P2R7	SUCLA2
O00461	GOLIM4
P0C7T5	ATXN1L
Q13627	DYRK1A
P52738	ZNF140
O15231	ZNF185
O15357	INPPL1
P41220	RGS2
Q92772	CDKL2
P54760	EPHB4
Q9H2L4	TMEM60
P30153	PPP2R1A
O14815	CAPN9
Q13574	DGKZ
P11047	LAMC1
P31323	PRKAR2B
Q9H0D2	ZNF541
P35916	FLT4
P0DP58	LYNX1
Q8N6S5	ARL6IP6
P30084	ECHS1
Q8WZ60	KLHL6
Q13162	PRDX4
Q96DT7	ZBTB10
Q9BXA7	TSSK1B
Q8NG85	OR2L3
Q6NXT1	ANKRD54
Q8WU49	C7orf33
Q6AZY7	SCARA3
Q12836	ZP4
O15381	NVL
Q10567	AP1B1
Q8IZF3	ADGRF4
Q6ZRQ5	MMS22L
Q8NI35	PATJ
Q6WCQ1	MPRIP
Q8WTV0	SCARB1
Q14139	UBE4A
O00459	PIK3R2
Q8IZD2	KMT2E
Q53F19	NCBP3
P01178	OXT
Q9NQG5	RPRD1B
O14948	TFEC
Q13823	GNL2
O14713	ITGB1BP1
Q9Y2I1	NISCH
P36980	CFHR2
O15120	AGPAT2
Q9BQI6	SLF1
Q15147	PLCB4
Q9BQ75	CMSS1
Q86XA9	HEATR5A
Q6P9A3	ZNF549
Q8IWV2	CNTN4
Q6ZN18	AEBP2
O94993	SOX30
O95479	H6PD
Q12834	CDC20
Q96M86	DNHD1
P05771	PRKCB
Q9H7T9	AUNIP
Q9ULJ6	ZMIZ1
Q8WVE6	TMEM171
P61201	COPS2
O95267	RASGRP1
Q8N5S9	CAMKK1
P54803	GALC
O43323	DHH
P05549	TFAP2A
P31513	FMO3
Q13613	MTMR1
O75061	DNAJC6
Q9NYY8	FASTKD2
Q8IY84	NIM1K
Q8N257	H2BC26
Q96I13	ABHD8
Q96EY7	PTCD3
Q2VPA4	CR1L
Q9NRE1	MMP26
Q9UIG5	PSORS1C1
A0A0C4DH59	TRBV5-4
Q9NYT0	PLEK2
Q9NQL9	DMRT3
Q9Y333	LSM2
Q8N9N8	EIF1AD
Q10981	FUT2
Q92974	ARHGEF2
Q9BWG6	SCNM1
Q9NYG5	ANAPC11
Q9HCK4	ROBO2
Q8IX21	SLF2
Q9Y5J1	UTP18
O14548	COX7A2L
Q2I0M4	LRRC26
P38567	SPAM1
Q9HC35	EML4
Q9BU70	TRMO
Q96P88	GNRHR2
Q99583	MNT
P37268	FDFT1
O95789	ZMYM6
O15244	SLC22A2
P02671	FGA
Q9BYN7	ZNF341
P49682	CXCR3
Q96K75	ZNF514
Q9BPX5	ARPC5L
O15243	LEPROT
O96014	WNT11
P49755	TMED10
Q9Y3S1	WNK2
Q08378	GOLGA3
Q6UW56	ATRAID
Q8N960	CEP120
Q8N954	GPATCH11
P62745	RHOB
Q9UL16	CFAP45
Q8N3C0	ASCC3
P40424	PBX1
P04040	CAT
P0CJ92	GOLGA8H
O75845	SC5D
Q6U7Q0	ZNF322
Q9NWQ9	C14orf119
Q9HCK8	CHD8
Q495X7	TRIM60
P01732	CD8A
P13797	PLS3
Q96ID5	IGSF21
Q5VZ03	NXNL2
Q9UQL6	HDAC5
P35998	PSMC2
P15822	HIVEP1
Q9UBM1	PEMT
Q9NZJ9	NUDT4
Q96C36	PYCR2
P40145	ADCY8
Q9H4E5	RHOJ
Q02750	MAP2K1
Q8IXQ3	C9orf40
Q8N3F0	MTURN
Q9H1U4	MEGF9
Q9Y2W2	WBP11
P41970	ELK3
Q7Z3B3	KANSL1
Q5BKZ1	ZNF326
Q9BZS1	FOXP3
Q8NFU5	IPMK
O15432	SLC31A2
Q13117	DAZ2
O43516	WIPF1
Q8NE31	FAM13C
Q969Q5	RAB24
Q96RU2	USP28
Q9BPX7	C7orf25
Q6EMB2	TTLL5
Q8IYA7	MKX
Q8TE04	PANK1
Q9GZV3	SLC5A7
Q15661	TPSAB1
Q9P2E5	CHPF2
Q9Y6H1	CHCHD2
Q6ZMT4	KDM7A
A1L170	C1orf226
Q5T7P8	SYT6
P61916	NPC2
Q9UHE5	NAT8
Q9ULH0	KIDINS220
Q92562	FIG4
Q6IAA8	LAMTOR1
Q9H1I8	ASCC2
Q9UPC5	GPR34
Q9ULC5	ACSL5
Q7Z6I6	ARHGAP30
P49915	GMPS
Q13642	FHL1
O75145	PPFIA3
P49750	YLPM1
P04233	CD74
Q99767	APBA2
P35452	HOXD12
O95754	SEMA4F
Q5BKX5	ACTMAP
Q8TEA7	TBCK
P10109	FDX1
Q8N726	CDKN2A
Q5SQS7	SH2D4B
Q9BRK4	LZTS2
Q9H6E5	TUT1
Q96BQ3	TRIM43
Q7L9L4	MOB1B
P08253	MMP2
O43852	CALU
O60721	SLC24A1
P14618	PKM
Q8NH76	OR56B4
Q9H9A6	LRRC40
O60583	CCNT2
P43897	TSFM
Q3KNT7	NSUN5P1
P29474	NOS3
Q6P3W7	SCYL2
Q15750	TAB1
Q8WVZ1	ZDHHC19
Q8WTS1	ABHD5
Q9NYW8	RBAK
Q96JW4	SLC41A2
Q9BQQ3	GORASP1
Q9P0L9	PKD2L1
P0DJI8	SAA1
Q93009	USP7
Q9UHV2	SERTAD1
P15509	CSF2RA
Q5JXX7	TMEM31
Q9NQZ6	ZC4H2
Q96DT5	DNAH11
A1L4K1	FSD2
A7E2U8	C4orf47
Q9HB03	ELOVL3
P54296	MYOM2
O43795	MYO1B
D3DTV9	PRAC2
Q01726	MC1R
P0DP25	CALM3
Q569K4	ZNF385B
Q8IVM0	CCDC50
C0HLS1	SCRIB
Q86VG3	IFTAP
P11686	SFTPC
O95759	TBC1D8
P49454	CENPF
P0CJ71	MTRNR2L4
Q15915	ZIC1
P0DML3	CSH2
P0DPF5	C2orf27A
Q9UEY8	ADD3
A8MYZ6	FOXO6
Q96RE9	ZNF300
P41743	PRKCI
O75582	RPS6KA5
Q96C03	MIEF2
P61812	TGFB2
O75382	TRIM3
P53805	RCAN1
Q7Z407	CSMD3
Q6ZRR5	TLCD5
Q9UH65	SWAP70
P20809	IL11
Q96MM6	HSPA12B
P35557	GCK
P21917	DRD4
P61966	AP1S1
O14793	MSTN
Q9NW13	RBM28
Q9UMX3	BOK
Q4ZG55	GREB1
Q9H307	PNN
P01189	POMC
Q8IUR7	ARMC8
Q6DT37	CDC42BPG
P08174	CD55
O00472	ELL2
Q5T124	UBXN11
Q7Z4I7	LIMS2
Q9NX09	DDIT4
Q96I76	GPATCH3
Q8TCD1	C18orf32
Q9Y5Q5	CORIN
Q9Y5P3	RAI2
Q96AK3	APOBEC3D
P98168	ZXDA
Q9P2H5	USP35
P20592	MX2
Q99685	MGLL
Q9BT17	MTG1
Q9BX82	ZNF471
Q6PIW4	FIGNL1
Q76FK4	NOL8
Q5SZQ8	CELF3
Q9Y371	SH3GLB1
Q96NJ5	KLHL32
Q15493	RGN
Q400G9	AMZ1
Q53T59	HS1BP3
P09601	HMOX1
Q9BXU8	FTHL17
O15197	EPHB6
Q6NUT2	DPY19L2
Q8ND82	ZNF280C
P26371	KRTAP5-9
Q8NG11	TSPAN14
Q8NE63	HIPK4
P08648	ITGA5
Q9NRG1	PRTFDC1
Q14242	SELPLG
Q8NF37	LPCAT1
B9EJG8	TMEM150C
Q5T5U3	ARHGAP21
Q9BY42	RTF2
Q96JL9	ZNF333
P48059	LIMS1
Q15691	MAPRE1
A1L188	NDUFAF8
Q96QD9	FYTTD1
Q6ZNH5	ZNF497
Q9UGK3	STAP2
Q8N895	ZNF366
Q8N9Z9	LMNTD1
Q8N392	ARHGAP18
Q8TDY4	ASAP3
Q9NVE7	PANK4
Q96IK0	TMEM101
Q9NTN9	SEMA4G
Q6PJW8	CNST
Q1MX18	INSC
Q9NZQ7	CD274
Q2M1Z3	ARHGAP31
Q8IXS0	FAM217A
Q8WVX3	C4orf3
Q9BTM9	URM1
Q8WVZ9	KBTBD7
Q7L513	FCRLA
Q9UNK0	STX8
P30626	SRI
Q6UB28	METAP1D
P14091	CTSE
Q6ZVM7	TOM1L2
Q9NXE8	CWC25
Q9NQW5	PRDM7
Q9UIX4	KCNG1
Q86U90	YRDC
Q86XM0	CATSPERD
Q5W111	SPRYD7
P17516	AKR1C4
Q9Y2K1	ZBTB1
Q7Z3S7	CACNA2D4
Q8TDI0	CHD5
O60858	TRIM13
O94759	TRPM2
Q9H1A3	METTL9
P12104	FABP2
Q8IX12	CCAR1
Q9Y5K2	KLK4
Q9NZQ3	NCKIPSD
Q86XN8	MEX3D
Q7Z392	TRAPPC11
P13725	OSM
Q9H9L4	KANSL2
O75380	NDUFS6
Q6UVK1	CSPG4
P42345	MTOR
O15287	FANCG
P24557	TBXAS1
Q9H159	CDH19
O75204	TMEM127
Q93033	CD101
Q9NSD5	SLC6A13
Q5BKX8	CAVIN4
Q9H903	MTHFD2L
O14776	TCERG1
Q9H2M3	BHMT2
Q92995	USP13
Q96FI4	NEIL1
P21281	ATP6V1B2
Q13021	MALL
Q9NS00	C1GALT1
Q6ZSJ9	SHISA6
Q96DA6	DNAJC19
Q8NGX0	OR11L1
Q96S65	CSRNP1
P01857	IGHG1
P23470	PTPRG
Q9P035	HACD3
Q8IUH4	ZDHHC13
O94979	SEC31A
P13051	UNG
P0CG47	UBB
Q9UJ04	TSPYL4
Q9Y274	ST3GAL6
P20155	SPINK2
Q9BRX9	WDR83
Q49MG5	MAP9
Q9NWY4	HPF1
Q9NY97	B3GNT2
Q8N4C9	C17orf78
Q6ZMT9	DTHD1
P07093	SERPINE2
P35580	MYH10
Q96MK2	RIPOR3
Q9UBB9	TFIP11
Q8TCD6	PHOSPHO2
Q8WXH6	RAB40A
Q9Y261	FOXA2
Q9BXA9	SALL3
Q9UQN3	CHMP2B
Q13643	FHL3
Q93075	TATDN2
Q15599	NHERF2
Q9H4B6	SAV1
Q8N6V9	TEX9
P67809	YBX1
O14732	IMPA2
Q6P461	ACSM6
Q15784	NEUROD2
Q96N66	MBOAT7
Q9H993	ARMT1
Q5TC12	ATPAF1
Q9NWT8	AURKAIP1
Q13478	IL18R1
P04181	OAT
Q86YD7	FAM90A1
Q99807	COQ7
Q09470	KCNA1
O00267	SUPT5H
Q96K76	USP47
Q15005	SPCS2
Q9Y2U8	LEMD3
Q9Y2R5	MRPS17
Q9Y2X3	NOP58
O60762	DPM1
Q13435	SF3B2
Q6BDS2	BLTP3A
A0A0A0MT78	TRBJ2-7
P50747	HLCS
P36269	GGT5
P28702	RXRB
O14931	NCR3
Q07699	SCN1B
Q5SRN2	TSBP1
Q6ZV77	LINC02908
Q9P2V4	LRIT1
Q9BUG6	ZSCAN5A
P31276	HOXC13
Q8WXF8	DEDD2
Q9BZF2	OSBPL7
O60907	TBL1X
Q6ZVD8	PHLPP2
Q96QF7	GCNA
Q86YT9	JAML
Q6PG37	ZNF790
Q96IW2	SHD
O95232	LUC7L3
Q9NS73	MBIP
Q13956	PDE6H
Q96AY3	FKBP10
Q96ER9	CCDC51
P07942	LAMB1
O00463	TRAF5
Q96K49	TMEM87B
Q9P013	CWC15
P07327	ADH1A
Q6ZUT9	DENND5B
Q86WV5	TEN1
Q9NWT1	PAK1IP1
Q14534	SQLE
O94887	FARP2
P49019	HCAR3
O43918	AIRE
O15033	AREL1
Q9H6Y7	RNF167
O14977	AZIN1
P40938	RFC3
A6NEF3	GOLGA6L4
P21283	ATP6V1C1
Q92994	BRF1
O95377	GJB5
O14594	NCAN
Q9Y4X0	AMMECR1
O75420	GIGYF1
A0A0C4DH28	TRGV4
Q8WYL5	SSH1
P19087	GNAT2
Q96MH7	C5orf34
Q96AD5	PNPLA2
Q6P047	C8orf74
Q8N335	GPD1L
Q96G01	BICD1
Q14642	INPP5A
M0QZC1	RNF225
O95428	PAPLN
P36896	ACVR1B
Q4VNC1	ATP13A4
O75417	POLQ
Q17RP2	TIGD6
Q71RS6	SLC24A5
P23975	SLC6A2
Q8TDQ0	HAVCR2
Q8N859	ZNF713
Q92888	ARHGEF1
O95801	TTC4
Q9NQX7	ITM2C
P35247	SFTPD
Q9H6F5	CCDC86
P40199	CEACAM6
Q96BX8	MOB3A
P24522	GADD45A
Q96KD3	GARIN1B
P29508	SERPINB3
Q15916	ZBTB6
Q3SY56	SP6
P50225	SULT1A1
Q8WXX7	AUTS2
Q6ZS10	CLEC17A
Q8NGH9	OR52E4
Q8IV45	UNC5CL
Q969E3	UCN3
Q9Y572	RIPK3
Q9NU22	MDN1
Q9HCJ6	VAT1L
O75751	SLC22A3
Q8TEQ8	PIGO
O14965	AURKA
P00813	ADA
Q99996	AKAP9
Q05940	SLC18A2
Q9NYV8	TAS2R14
Q9GZU8	PSME3IP1
Q9Y223	GNE
Q17RB8	LONRF1
Q9UI46	DNAI1
Q9UKL3	CASP8AP2
Q6UWU4	C6orf89
Q14574	DSC3
O60391	GRIN3B
Q6P3W2	DNAJC24
P28324	ELK4
P04080	CSTB
Q13813	SPTAN1
P13645	KRT10
Q00532	CDKL1
Q8NCK3	ZNF485
O00469	PLOD2
P86791	CCZ1
Q9BXI3	NT5C1A
Q5JPI3	C3orf38
Q15058	KIF14
Q8TB03	CXorf38
Q6GPH4	XAF1
Q9UHA2	SS18L2
Q96HB5	CCDC120
P78318	IGBP1
Q13114	TRAF3
O76042	ERC2-IT1
A8TX70	COL6A5
Q9UKN7	MYO15A
Q8IUA7	ABCA9
Q6UXG3	CD300LG
O94992	HEXIM1
Q8N6N2	TTC9B
P02144	MB
Q5U3C3	TMEM164
P42679	MATK
P38935	IGHMBP2
Q6UN15	FIP1L1
P56557	TMEM50B
Q96MC6	MFSD14A
Q53H80	AKIRIN2
P09629	HOXB7
Q9NRY2	INIP
Q53GS7	GLE1
A0A0D9SF12	CCDC163
Q96SZ6	CDK5RAP1
Q9P273	TENM3
O15049	N4BP3
Q9NYQ8	FAT2
Q14376	GALE
P22303	ACHE
Q96QU1	PCDH15
P16112	ACAN
P48167	GLRB
Q49AA0	ZFP69
Q9BVG3	TRIM62
O14559	ARHGAP33
P18440	NAT1
Q7Z692	CEACAM19
P07550	ADRB2
Q9H4M9	EHD1
Q5FVE4	ACSBG2
Q32NB8	PGS1
O14777	NDC80
Q53H76	PLA1A
Q6ZN17	LIN28B
Q86UV6	TRIM74
Q6NW34	NEPRO
A8MZ36	EVPLL
Q8WXE0	CASKIN2
O95983	MBD3
Q9Y303	AMDHD2
Q9NXJ5	PGPEP1
Q9NT99	LRRC4B
P51149	RAB7A
P35222	CTNNB1
Q6ZVT6	CFAP20DC
Q96G61	NUDT11
Q9BXB1	LGR4
Q9H8V3	ECT2
P11279	LAMP1
Q0VGL1	LAMTOR4
Q9P2D8	UNC79
Q9NUU6	OTULINL
Q16627	CCL14
P35900	KRT20
P24347	MMP11
Q13007	IL24
Q8TCJ0	FBXO25
P09237	MMP7
Q3MJ40	CCDC144BP
O14595	CTDSP2
P46108	CRK
O75306	NDUFS2
P51685	CCR8
O43426	SYNJ1
P16035	TIMP2
A0A0B4J1U4	TRGV5
Q96G75	RMND5B
Q9H902	REEP1
Q96HE9	PRR11
O43324	EEF1E1
Q14CB8	ARHGAP19
Q9BWT6	MND1
Q9P2X3	IMPACT
A8MTA8	FAM166B
Q9UFW8	CGGBP1
P18283	GPX2
Q92503	SEC14L1
O95503	CBX6
Q8N4V1	MMGT1
P09693	CD3G
P55884	EIF3B
Q9UH90	FBXO40
P57058	HUNK
Q8TEW8	PARD3B
Q96S95	CAMK2N2
Q8TDV5	GPR119
P20933	AGA
Q15788	NCOA1
P25116	F2R
Q8NA72	POC5
P31949	S100A11
P21860	ERBB3
Q96N96	SPATA13
Q96DX7	TRIM44
P17275	JUNB
Q13153	PAK1
Q7L0Y3	TRMT10C
P55259	GP2
O94889	KLHL18
P50395	GDI2
Q9UQ07	MOK
O43148	RNMT
Q96L15	ART5
Q9NZK7	PLA2G2E
Q00444	HOXC5
Q8IZS6	DYNLT2
Q9NS37	CREBZF
Q8N1B4	VPS52
P35030	PRSS3
Q96BT7	ALKBH8
Q13228	SELENBP1
P42338	PIK3CB
Q16891	IMMT
Q8N0Y3	OR4N4
Q96B42	TMEM18
Q68DK2	ZFYVE26
P06241	FYN
Q6UWS5	PET117
Q8N2Y8	RUSC2
Q8WWW0	RASSF5
P49746	THBS3
Q96KR1	ZFR
P10451	SPP1
Q52LJ0	FAM98B
Q96S99	PLEKHF1
Q969H0	FBXW7
Q9NQT4	EXOSC5
Q0VDF9	HSPA14
Q8TD19	NEK9
Q9ULD5	ZNF777
P62072	TIMM10
P11229	CHRM1
Q86XP6	GKN2
A0A075B6J6	IGLV3-22
Q16348	SLC15A2
Q5T1C6	THEM4
Q9H8Y5	ANKZF1
Q96BD8	SKA1
Q5H9E4	SLC25A53
Q9UBB5	MBD2
Q86YL7	PDPN
Q96EX1	SMIM12
Q7L985	LINGO2
Q96EN8	MOCOS
P46977	STT3A
P25106	ACKR3
O75628	REM1
Q6ZMP0	THSD4
Q9UGJ1	TUBGCP4
Q9NVJ2	ARL8B
Q9C0I3	CCSER1
Q6ZN68	DPY19L2P2
Q9H2A7	CXCL16
Q8NDC4	MORN4
Q8IXQ8	PDZD9
Q8TDI7	TMC2
P31994	FCGR2B
Q14696	MESD
Q8TAP9	MPLKIP
Q9UI43	MRM2
P53672	CRYBA2
Q08379	GOLGA2
O60268	KIAA0513
Q6IN85	PPP4R3A
A0A087X0M5	TRBV18
Q96N64	PWWP2A
Q7Z7G8	VPS13B
Q96K62	ZBTB45
Q86US8	SMG6
Q9P2E3	ZNFX1
O95897	OLFM2
Q5VWI1	TCERG1L
Q8NFU1	BEST2
Q86VV4	RANBP3L
Q9BQI9	NRIP2
P82912	MRPS11
Q04741	EMX1
Q99952	PTPN18
Q15050	RRS1
Q8TEA1	NSUN6
Q96RN1	SLC26A8
Q96Q91	SLC4A9
Q96II8	LRCH3
Q69YU5	UQCC6
Q9BZM4	ULBP3
O00506	STK25
O15409	FOXP2
Q9H2Y7	ZNF106
Q8IV77	CNGA4
P61513	RPL37A
Q8NAP3	ZBTB38
Q9C0D9	SELENOI
Q14055	COL9A2
P22736	NR4A1
P35251	RFC1
Q9H1N7	SLC35B3
O75578	ITGA10
Q7Z5Y6	BMP8A
O75677	RFPL1
Q4ZHG4	FNDC1
O95171	SCEL
Q12824	SMARCB1
Q9UHL4	DPP7
Q6IQ49	SDE2
Q8IV35	WDR49
Q9NX46	ADPRS
Q9NNW5	WDR6
O75971	SNAPC5
O75030	MITF
P49761	CLK3
O15067	PFAS
P51531	SMARCA2
Q13557	CAMK2D
P68133	ACTA1
Q96RT7	TUBGCP6
Q6DRA6	H2BC19P
Q8NBN7	RDH13
O15155	BET1
O43609	SPRY1
Q9NQ11	ATP13A2
Q9H2X6	HIPK2
O15034	RIMBP2
P06028	GYPB
P19419	ELK1
Q14409	GK3
O43511	SLC26A4
Q969V5	MUL1
Q5VWN6	TASOR2
P25205	MCM3
P17787	CHRNB2
Q13439	GOLGA4
P61968	LMO4
P05121	SERPINE1
Q9BQI5	SGIP1
Q9H1Z8	ECRG4
Q5W0N0	C9orf57
O43847	NRDC
Q7Z3E2	CCDC186
Q5SR53	PIK3CD-AS1
Q8IUF8	RIOX2
Q9HC52	CBX8
Q6UWN5	LYPD5
P31151	S100A7
Q2Y0W8	SLC4A8
P24863	CCNC
A8MVU1	NCF1C
Q9BQ61	TRIR
P10696	ALPG
P25800	LMO1
P17931	LGALS3
Q8WUX1	SLC38A5
P22415	USF1
Q9Y653	ADGRG1
P33260	CYP2C18
Q8N0T1	RBIS
Q5EBM4	ZNF542P
Q8TC56	GARIN3
Q9P2H0	CEP126
P98172	EFNB1
Q7RTY0	SLC16A13
Q5GLZ8	HERC4
P58335	ANTXR2
A0A075B6T6	TRAV12-2
Q9BQ87	TBL1Y
Q8IVL5	P3H2
Q8NEK5	ZNF548
P24046	GABRR1
Q9ULV0	MYO5B
Q96LJ7	DHRS1
Q6ZS82	RGS9BP
Q8N349	OR2L13
O60669	SLC16A7
O15255	RTL8C
Q9UHD8	SEPTIN9
Q9NS69	TOMM22
Q92813	DIO2
Q96BU1	S100PBP
P55061	TMBIM6
Q96SI1	KCTD15
O60462	NRP2
Q6ZRT6	PRR23B
Q9Y450	HBS1L
Q9UJW8	ZNF180
Q5XG87	TENT4A
Q14194	CRMP1
P49590	HARS2
O15524	SOCS1
Q9NSI2	SLX9
O60760	HPGDS
Q8IVF4	DNAH10
Q00534	CDK6
Q8N4T4	ARHGEF39
P10643	C7
Q16630	CPSF6
P28328	PEX2
Q2TV78	MST1L
O75952	CABYR
Q8NDV2	GPR26
Q9BWU1	CDK19
Q5VT79	ANXA8L1
P40306	PSMB10
Q9H251	CDH23
Q9BYR2	KRTAP4-5
Q8N9I0	SYT2
A8MT69	CENPX
Q6P995	FAM171B
Q93045	STMN2
A6NDI0	TRIM49B
O43542	XRCC3
A2RU54	HMX2
Q96F46	IL17RA
Q9Y5L0	TNPO3
Q8TCC3	MRPL30
Q9BUF7	CRB3
Q96MC5	BMERB1
Q05996	ZP2
P16401	H1-5
P55773	CCL23
P41439	FOLR3
Q71F23	CENPU
Q9NQQ7	SLC35C2
Q8IUB2	WFDC3
Q8IV38	ANKMY2
P25391	LAMA1
Q96D70	R3HDM4
Q8IZW8	TNS4
Q53HC0	CCDC92
Q9Y5T4	DNAJC15
Q9H313	TTYH1
O75995	SASH3
Q86TI0	TBC1D1
Q8MH63	SLC7A5P1
P07384	CAPN1
Q9Y264	ANGPT4
A6NJT0	UNCX
Q9UKP3	ITGB1BP2
O14828	SCAMP3
O14525	ASTN1
Q8N264	ARHGAP24
Q75NE6	MIR17HG
Q9P1Q0	VPS54
Q96BY2	MOAP1
Q9NZ56	FMN2
P09001	MRPL3
B3SHH9	TMEM114
Q92185	ST8SIA1
Q99873	PRMT1
Q53GL7	PARP10
Q9BUB7	TMEM70
Q99487	PAFAH2
Q8IZF2	ADGRF5
Q8N145	LGI3
Q96FS4	SIPA1
O60308	CEP104
P01270	PTH
Q8TD20	SLC2A12
Q12946	FOXF1
A8MPS7	YDJC
Q9BRQ5	ORAI3
P21964	COMT
Q99456	KRT12
Q08116	RGS1
Q5SQN1	SNAP47
Q03113	GNA12
Q8N1L9	BATF2
Q4G0A6	MINDY4
P50226	SULT1A2
Q6UXL0	IL20RB
Q16280	CNGA2
P01375	TNF
P07954	FH
Q9C0D7	ZC3H12C
Q16602	CALCRL
Q5TA89	HES5
Q5IJ48	CRB2
P05154	SERPINA5
Q9NVR5	DNAAF2
P20020	ATP2B1
Q9UNH6	SNX7
P01871	IGHM
Q9Y330	ZBTB12
Q96NB3	ZNF830
Q86UK0	ABCA12
Q7RTX7	CATSPER4
P16144	ITGB4
Q06547	GABPB1
O94832	MYO1D
Q9P0J7	KCMF1
P46779	RPL28
Q9UKZ9	PCOLCE2
Q16559	TAL2
P42830	CXCL5
P55290	CDH13
P28039	AOAH
Q9ULT6	ZNRF3
Q6BEB4	SP5
Q96JB3	HIC2
Q9Y6K8	AK5
Q6UWB4	PRSS55
Q8IXF0	NPAS3
Q53EZ4	CEP55
Q8WWF3	SSMEM1
Q96A08	H2BC1
Q15695	ZRSR2P1
P0C864	DANCR
O43257	ZNHIT1
Q9NR63	CYP26B1
P05129	PRKCG
Q9HCQ5	GALNT9
Q8N6F1	CLDN19
P12004	PCNA
Q8NE09	RGS22
Q15256	PTPRR
O75534	CSDE1
P62269	RPS18
A1L3X0	ELOVL7
Q6SJ93	FAM111B
O43889	CREB3
Q8NFC6	BOD1L1
O43597	SPRY2
O60885	BRD4
Q9HB29	IL1RL2
O60231	DHX16
Q9H161	ALX4
Q9UL25	RAB21
O15444	CCL25
P08637	FCGR3A
O14715	RGPD8
Q96IQ9	ZNF414
P12034	FGF5
P60510	PPP4C
Q9P0M6	MACROH2A2
Q96FL9	GALNT14
Q13887	KLF5
Q86T65	DAAM2
Q93073	SECISBP2L
P46019	PHKA2
Q96CG3	TIFA
Q9BXR6	CFHR5
Q96DN2	VWCE
Q8NC24	RELL2
O15226	NKRF
P05538	HLA-DQB2
Q8IXI1	RHOT2
Q7L775	EPM2AIP1
P54687	BCAT1
O94826	TOMM70
P30679	GNA15
Q9BYU1	PBX4
Q13867	BLMH
Q9GZR7	DDX24
P17181	IFNAR1
Q01469	FABP5
Q9NRM6	IL17RB
P20472	PVALB
P0CI25	TRIM49
Q9NRS6	SNX15
Q8N4T8	CBR4
Q8N3J2	METTL4
Q96AX2	RAB37
Q9UBS4	DNAJB11
Q96T23	RSF1
P55809	OXCT1
P38606	ATP6V1A
Q6UXK5	LRRN1
O95628	CNOT4
